From,To
 Q9BQY4,A1KXE4
 Q01974,A1KXE4
 Q7Z3H4,A1KXE4
 P14678-2,A1KXE4
 P09234,A1KXE4
 Q99932-2,A1KXE4
 Q9NQB0-10,A1KXE4
 Q96A09,A1KXE4
 Q01085-2,A1KXE4
 Q08117-2,A1KXE4
 O43711,A1KXE4
 Q5T6F2,A1KXE4
 O95231,A1KXE4
 Q14119,A1KXE4
 A8MV65-2,A1KXE4
 A5D8V6,A1KXE4
 Q64LD2-2,A1KXE4
 Q96K80,A1KXE4
 Q15915,A1KXE4
A1L0T0,Q8TAP6
A1L190,Q9UL45
 Q96CS2,A1L190
 P42858,A1L190
 O14901,A1L190
 Q5XKE5,A1L190
 Q9BVL2,A1L190
 Q16512,A1L190
 P60891,A1L190
 Q96ES7,A1L190
 O76024,A1L190
A1L3X0,Q9UHX3
 Q96EV8,A1L3X0
 P54852,A1L3X0
 O75427,A1L3X0
 Q5QGT7,A1L3X0
 O75920,A1L3X0
 Q8IVJ1,A1L3X0
 P57105,A1L3X0
 Q9P0S9,A1L3X0
 Q8N2K1,A1L3X0
 P23763-3,A1L3X0
A1L4H1,Q6QNY1
 Q96L14,A1L4H1
 Q96EV8,A1L4H1
 Q9UPT5,A1L4H1
 Q9UPT5-1,A1L4H1
 Q96CS2,A1L4H1
 Q7Z3Y8,A1L4H1
 Q9P086,A1L4H1
 Q13503,A1L4H1
 Q9NX70,A1L4H1
 Q7Z6G3-2,A1L4H1
 P37198,A1L4H1
 Q13526,A1L4H1
 O00560,A1L4H1
 Q9Y6Y8,A1L4H1
 Q96BD8,A1L4H1
 Q15560,A1L4H1
 Q13077,A1L4H1
A1L4K1,P29972
 P53365,A1L4K1
 Q6ZNE5,A1L4K1
 Q9BXY8,A1L4K1
 Q00994,A1L4K1
 Q9H0E9-2,A1L4K1
 Q8TAB5,A1L4K1
 Q9P1Y5-2,A1L4K1
 Q9HC52,A1L4K1
 Q8NEF3,A1L4K1
 Q96HB5,A1L4K1
 Q8IYE0,A1L4K1
 Q8TD31-3,A1L4K1
 Q6P1J9,A1L4K1
 Q07002,A1L4K1
 P31146,A1L4K1
 P78358,A1L4K1
 Q2TBE0,A1L4K1
 O43602-2,A1L4K1
 O60941-5,A1L4K1
 Q9H0I2,A1L4K1
 P10768,A1L4K1
 O60645,A1L4K1
 O95990-3,A1L4K1
 Q9BQ89,A1L4K1
 Q3B820,A1L4K1
 Q9Y247,A1L4K1
 Q86YD7,A1L4K1
 O95363,A1L4K1
 Q06787-8,A1L4K1
 P56524-2,A1L4K1
 O14964,A1L4K1
 Q8IY31,A1L4K1
 Q7Z3B3,A1L4K1
 Q2TBA0,A1L4K1
 Q6PJG3,A1L4K1
 Q96BZ8,A1L4K1
 Q8TBB1,A1L4K1
 Q96EZ8,A1L4K1
 Q8IVT4,A1L4K1
 Q9UJV3-2,A1L4K1
 Q9Y3B7,A1L4K1
 O43482,A1L4K1
 Q96HP4,A1L4K1
 Q5JS98,A1L4K1
 Q96AL5,A1L4K1
 Q8N381,A1L4K1
 Q96PV4,A1L4K1
 Q9UGP5-2,A1L4K1
 Q6NYC8,A1L4K1
 Q14738,A1L4K1
 Q99633,A1L4K1
 Q8WWY3,A1L4K1
 P28070,A1L4K1
 Q9P2K3-2,A1L4K1
 O76064,A1L4K1
 Q9BWG6,A1L4K1
 Q9H788,A1L4K1
 Q9H788-2,A1L4K1
 Q969G3,A1L4K1
 O95295,A1L4K1
 Q9H0A9,A1L4K1
 Q9H0A9-2,A1L4K1
 Q8N8B7,A1L4K1
 Q9BT49,A1L4K1
 Q08117,A1L4K1
 Q08117-2,A1L4K1
 Q3SY00,A1L4K1
 Q5W5X9-3,A1L4K1
 P0CB47,A1L4K1
 Q14119,A1L4K1
 Q53FD0,A1L4K1
 Q96NC0,A1L4K1
 Q15973,A1L4K1
 P17024,A1L4K1
 Q9UIE0,A1L4K1
 P13682,A1L4K1
 Q9H9D4,A1L4K1
 Q86VK4,A1L4K1
 Q86VK4-3,A1L4K1
 Q8TAU3,A1L4K1
 Q9ULM2,A1L4K1
 Q7Z3I7,A1L4K1
 Q9UK33,A1L4K1
 Q9P0T4,A1L4K1
 Q96SQ5,A1L4K1
 Q5T619,A1L4K1
 P36508,A1L4K1
 Q6NX45,A1L4K1
 Q9ULD5,A1L4K1
 Q9Y2P0,A1L4K1
 Q96EG3,A1L4K1
 Q16670,A1L4K1
 Q9H6F0,A1L4K1
A1XBS5,Q9Y3M2
 Q9Y3M2,A1XBS5
 Q8NA61-2,A1XBS5
A2A2Y4,Q96FZ5
 O43169,A2A2Y4
 Q8N5M9,A2A2Y4
 Q8IXM6,A2A2Y4
 Q5VZY2,A2A2Y4
 Q9Y6X1,A2A2Y4
 Q8N6R1,A2A2Y4
 Q96G79,A2A2Y4
 Q5SNT2-2,A2A2Y4
 A2RU14,A2A2Y4
 Q5BJF2,A2A2Y4
 O95159,A2A2Y4
A2BDD9,A2BDD9
 Q9Y2J4,A2BDD9
 Q9BXS5,A2BDD9
 P29972,A2BDD9
 Q9Y2T1,A2BDD9
 Q8TAB5,A2BDD9
 Q9NRI5-2,A2BDD9
 Q14192,A2BDD9
 P49639,A2BDD9
 P37235,A2BDD9
 Q86T90,A2BDD9
 P02533,A2BDD9
 P19012,A2BDD9
 P08779,A2BDD9
 P08727,A2BDD9
 Q2M2I5,A2BDD9
 Q7Z3Y8,A2BDD9
 Q15323,A2BDD9
 O76011,A2BDD9
 O76013-2,A2BDD9
 O95678,A2BDD9
 Q5T752,A2BDD9
 Q03252,A2BDD9
 Q96LR2,A2BDD9
 Q9Y250,A2BDD9
 P43358,A2BDD9
 Q9NPJ6,A2BDD9
 Q6FHY5,A2BDD9
 Q9NYP9,A2BDD9
 P35240-4,A2BDD9
 Q96HA8,A2BDD9
 Q7Z417,A2BDD9
 P30039,A2BDD9
 Q4G0R1,A2BDD9
 Q13526,A2BDD9
 P54646,A2BDD9
 Q15257-2,A2BDD9
 Q15678,A2BDD9
 Q5RL73,A2BDD9
 Q8WYJ6,A2BDD9
 Q9GZT3,A2BDD9
 O75971-2,A2BDD9
 Q13432,A2BDD9
A2BDE7,Q6NVV7
 A8MQ03,A2BDE7
 P28799,A2BDE7
 Q5T749,A2BDE7
 Q15323,A2BDE7
 Q6A162,A2BDE7
 Q07627,A2BDE7
 Q8IUG1,A2BDE7
 P60409,A2BDE7
 P60410,A2BDE7
 P59991,A2BDE7
 P60328,A2BDE7
 Q9BYR9,A2BDE7
 Q9BYR8,A2BDE7
 Q9BYR6,A2BDE7
 Q9BYR5,A2BDE7
 Q6L8H4,A2BDE7
 Q6L8G8,A2BDE7
 P26371,A2BDE7
 Q3LI66,A2BDE7
 Q9BYQ4,A2BDE7
 Q9BYQ3,A2BDE7
 Q9BYQ0,A2BDE7
 Q9UHV8,A2BDE7
 Q99750,A2BDE7
 P0DPK4,A2BDE7
 Q9BUZ4,A2BDE7
 Q8IWZ5,A2BDE7
 O14817,A2BDE7
 O76024,A2BDE7
A2IDD5,Q0VD86
A2RRN7,Q08043
 Q49AR9,A2RRN7
 Q9UQB9,A2RRN7
 Q0P5P2,A2RRN7
 Q9NP86,A2RRN7
 Q96HB5,A2RRN7
 Q8N715,A2RRN7
 Q3B820,A2RRN7
 Q86YD7,A2RRN7
 Q9NW38,A2RRN7
 O60548,A2RRN7
 Q8TAE8,A2RRN7
 O95872,A2RRN7
 Q14687,A2RRN7
 P56524-2,A2RRN7
 P09067,A2RRN7
 P31273,A2RRN7
 Q63ZY3,A2RRN7
 Q8TBB1,A2RRN7
 Q7RTU3,A2RRN7
 Q96CV9,A2RRN7
 Q96PV4,A2RRN7
 Q99633,A2RRN7
 O00560,A2RRN7
 Q15436,A2RRN7
 Q9H788,A2RRN7
 Q9NUL5,A2RRN7
 P56279,A2RRN7
 Q6PIY7,A2RRN7
 Q8NCE0,A2RRN7
 Q6ZVT0,A2RRN7
 O75604,A2RRN7
 G3V1X1,A2RRN7
 A0A0S2Z5X4,A2RRN7
 A0A0S2Z6P0,A2RRN7
A2RTX5,O15145
 P18848,A2RTX5
 Q9BQ95,A2RTX5
 Q8TCE9,A2RTX5
 P26639,A2RTX5
 Q9BW92,A2RTX5
 Q05BL1,A2RTX5
 B2RDX5,A2RTX5
A2RU14,Q96BI3
 P41181,A2RU14
 Q13520,A2RU14
 Q3SXY8,A2RU14
 Q8WWH4,A2RU14
 O15342,A2RU14
 J3KQ12,A2RU14
 Q9UGN4,A2RU14
 P19397,A2RU14
 P11912,A2RU14
 P57739,A2RU14
 Q8IUN9,A2RU14
 Q6ZS10,A2RU14
 Q7Z7G2,A2RU14
 Q96BA8,A2RU14
 P16410,A2RU14
 Q9Y4D2,A2RU14
 Q15125,A2RU14
 Q9NXB9,A2RU14
 Q9GZR5,A2RU14
 P54849,A2RU14
 Q9Y282,A2RU14
 Q5JX71,A2RU14
 A2A2Y4,A2RU14
 Q8TB36,A2RU14
 P08034,A2RU14
 Q9NTQ9,A2RU14
 O95452,A2RU14
 Q8TDT2,A2RU14
 Q9BZJ8,A2RU14
 Q8TED1,A2RU14
 P38484,A2RU14
 P48051,A2RU14
 O95279,A2RU14
 P43628,A2RU14
 Q5T700,A2RU14
 Q8TAF8,A2RU14
 Q8N112,A2RU14
 Q9GZY8-5,A2RU14
 Q96HJ5,A2RU14
 Q9H2K0,A2RU14
 Q9Y5X5-3,A2RU14
 P12004,A2RU14
 Q9BQ51,A2RU14
 Q96FE7,A2RU14
 Q53GL0,A2RU14
 Q86VR2,A2RU14
 Q9NR31,A2RU14
 A0A0S2Z4U3,A2RU14
 Q96EP9,A2RU14
 Q3KNW5,A2RU14
 P54219-3,A2RU14
 Q9BZL3,A2RU14
 Q8WWF3,A2RU14
 Q96CE8,A2RU14
 Q6PL24,A2RU14
 Q9BVX2,A2RU14
 Q6ZP80,A2RU14
 Q6UWW9,A2RU14
 Q8WY98,A2RU14
 Q96B21,A2RU14
 Q4KMG9,A2RU14
 Q6PEY1,A2RU14
 O15393-2,A2RU14
 P34981,A2RU14
 O95859,A2RU14
 Q8WUV1,A2RU14
 Q9H7M9,A2RU14
A2RUH7,P27797
 P55212,A2RUH7
 Q15078,A2RUH7
 P36957,A2RUH7
 Q13643,A2RUH7
 P14136,A2RUH7
 Q8WXH2,A2RUH7
 P13473-2,A2RUH7
 Q96EH3,A2RUH7
 Q8TDX7,A2RUH7
 P62826,A2RUH7
 Q05BL1,A2RUH7
A4D161,Q49AR9
 Q6NVV7,A4D161
 A8MQ03,A4D161
 G5E9A7,A4D161
 P49639,A4D161
 Q07627,A4D161
 Q3LI59,A4D161
 Q9BYQ6,A4D161
 Q9UBR4-2,A4D161
 Q6FHY5,A4D161
 P0DPK4,A4D161
 Q99471,A4D161
 Q8TAS3,A4D161
 Q7Z699,A4D161
 P55854,A4D161
 Q8TAU3,A4D161
A4D1B5,P05067
A4D1E9,Q08379
 Q5JR59,A4D1E9
 Q8ND90,A4D1E9
A4D1P6,P42858
 Q562E7,A4D1P6
A4FUJ8,P01023
 Q92870-2,A4FUJ8
 P05067,A4FUJ8
 P05067-2,A4FUJ8
 P54253,A4FUJ8
 P54252,A4FUJ8
 Q14203-5,A4FUJ8
 P26378-2,A4FUJ8
 P14136,A4FUJ8
 P42858,A4FUJ8
 Q8WXH2,A4FUJ8
 P29474,A4FUJ8
 Q96CV9,A4FUJ8
 Q7Z412,A4FUJ8
 D3DTS7,A4FUJ8
 O60260-5,A4FUJ8
 P49768-2,A4FUJ8
 P49810,A4FUJ8
 P37840,A4FUJ8
 P00441,A4FUJ8
 Q13148,A4FUJ8
 Q9NUW8,A4FUJ8
 P09936,A4FUJ8
A4GXA9,Q96NY9
A5D8T8,Q6UY14-3
 A8MQ03,A5D8T8
 Q15323,A5D8T8
 O76011,A5D8T8
 Q6A162,A5D8T8
 Q7Z3S9,A5D8T8
A5D8V6,Q4LEZ3
 Q8NFV4-4,A5D8V6
 Q9NQ33,A5D8V6
 O95429,A5D8V6
 Q96CA5,A5D8V6
 Q6P1W5,A5D8V6
 Q53EZ4,A5D8V6
 O43186,A5D8V6
 Q15038,A5D8V6
 O75935-2,A5D8V6
 P35638,A5D8V6
 P35638-2,A5D8V6
 Q8WWB3,A5D8V6
 O00167-2,A5D8V6
 Q92567,A5D8V6
 A1KXE4-2,A5D8V6
 B7ZLH0,A5D8V6
 O94868-3,A5D8V6
 Q12951-2,A5D8V6
 Q96AE4-2,A5D8V6
 Q08379,A5D8V6
 Q13227,A5D8V6
 P62993,A5D8V6
 Q96CS2,A5D8V6
 A0A087WSW0,A5D8V6
 O14964,A5D8V6
 P52597,A5D8V6
 Q9BUJ2,A5D8V6
 Q12906-6,A5D8V6
 Q13351,A5D8V6
 Q7Z3Y8,A5D8V6
 Q14525,A5D8V6
 Q3LI76,A5D8V6
 Q3LI72,A5D8V6
 Q3LI70,A5D8V6
 Q3SYF9,A5D8V6
 Q3LI64,A5D8V6
 Q3LI66,A5D8V6
 Q8IUC3,A5D8V6
 Q14657,A5D8V6
 Q14847-2,A5D8V6
 Q8NDC0,A5D8V6
 Q8N6F8,A5D8V6
 Q96HA8,A5D8V6
 Q7Z3B4,A5D8V6
 Q7Z4N8,A5D8V6
 P55771,A5D8V6
 O75340,A5D8V6
 Q9UBV8,A5D8V6
 P55347,A5D8V6
 Q96I87,A5D8V6
 Q96KN3,A5D8V6
 O15496,A5D8V6
 Q58EX7,A5D8V6
 O15162,A5D8V6
 P52435,A5D8V6
 Q9H1A7,A5D8V6
 Q16633,A5D8V6
 P86480,A5D8V6
 P25788,A5D8V6
 Q9BTL3,A5D8V6
 Q93062,A5D8V6
 Q93062-3,A5D8V6
 Q6ZRY4,A5D8V6
 Q8HWS3,A5D8V6
 Q8N443,A5D8V6
 Q6NUQ1,A5D8V6
 Q9NQG5,A5D8V6
 Q01196-8,A5D8V6
 Q6FGM0,A5D8V6
 Q99961,A5D8V6
 Q8TEC5,A5D8V6
 O94875,A5D8V6
 O94875-10,A5D8V6
 O60504,A5D8V6
 Q99932-2,A5D8V6
 O75886,A5D8V6
 Q8IWL8,A5D8V6
 Q9Y6A5,A5D8V6
 Q7Z6R9,A5D8V6
 Q92734,A5D8V6
 Q9UBB9,A5D8V6
 Q01085-2,A5D8V6
 Q08117,A5D8V6
 Q08117-2,A5D8V6
 Q86WV8,A5D8V6
 Q99816,A5D8V6
 Q5T6F2,A5D8V6
 Q6NVU6,A5D8V6
 Q9NZC7-5,A5D8V6
 O00308,A5D8V6
 P98170,A5D8V6
 Q9BYJ9,A5D8V6
 Q9UDW3,A5D8V6
 Q9H0C1,A5D8V6
 G4XUV3,A5D8V6
A5D8V7,P22607
 Q53GS7,A5D8V7
 P06396,A5D8V7
 P01112,A5D8V7
 O60341,A5D8V7
 O14901,A5D8V7
 Q2M2I5,A5D8V7
 Q7Z3Y8,A5D8V7
 Q5JR59-3,A5D8V7
 Q7Z6G3-2,A5D8V7
 Q96M63,A5D8V7
 Q15276,A5D8V7
 Q7Z699,A5D8V7
 O43463,A5D8V7
 Q9UBB9,A5D8V7
 Q8N3L3,A5D8V7
 Q9UMX0,A5D8V7
 Q8N6Y0,A5D8V7
A5LHX3,Q9H1Y0
 O14964,A5LHX3
 P78337,A5LHX3
 O75360,A5LHX3
 O43711,A5LHX3
A5PKU2,Q96BI3
 Q8WW43,A5PKU2
 A6NM10-2,A5PKU2
 P41181,A5PKU2
 Q3SXY8,A5PKU2
 Q9BXK5,A5PKU2
 Q13323,A5PKU2
 J3KQ12,A5PKU2
 Q6UWU4-2,A5PKU2
 P51679,A5PKU2
 Q496F6,A5PKU2
 P19397,A5PKU2
 P11912,A5PKU2
 P56749,A5PKU2
 O95471,A5PKU2
 P56748,A5PKU2
 Q8IUN9,A5PKU2
 P25024,A5PKU2
 P25025,A5PKU2
 Q9Y4D2,A5PKU2
 Q15125,A5PKU2
 P52798,A5PKU2
 Q9GZR5,A5PKU2
 Q9Y282,A5PKU2
 Q8TBE3,A5PKU2
 P21217,A5PKU2
 O75712,A5PKU2
 Q8TDV0,A5PKU2
 O15529,A5PKU2
 Q9BZJ8,A5PKU2
 Q9NZD1,A5PKU2
 O75031,A5PKU2
 P38484,A5PKU2
 P26951,A5PKU2
 Q8N8D9,A5PKU2
 Q8N6L0,A5PKU2
 P48547,A5PKU2
 O76011,A5PKU2
 P26371,A5PKU2
 Q86VI4,A5PKU2
 Q8TAF8,A5PKU2
 Q16553,A5PKU2
 Q6FHY5,A5PKU2
 Q9GZY8-5,A5PKU2
 Q5SR56,A5PKU2
 Q6IN84,A5PKU2
 Q9Y676,A5PKU2
 Q9H2K0,A5PKU2
 Q9Y5X5-3,A5PKU2
 P49146,A5PKU2
 Q2M2E3,A5PKU2
 P04000,A5PKU2
 P35372-10,A5PKU2
 Q8NG98,A5PKU2
 Q9NRP0,A5PKU2
 Q13113,A5PKU2
 Q96CS7,A5PKU2
 O75783,A5PKU2
 Q9UBD6,A5PKU2
 Q96DX8,A5PKU2
 Q9NY72,A5PKU2
 O00560,A5PKU2
 O95470,A5PKU2
 Q14973,A5PKU2
 Q9UKG4,A5PKU2
 Q15849,A5PKU2
 Q15758,A5PKU2
 Q9BRI3,A5PKU2
 O95436-2,A5PKU2
 Q5T1Q4,A5PKU2
 Q7Z2H8,A5PKU2
 Q9H2H9,A5PKU2
 Q08AI6,A5PKU2
 Q8IZM9,A5PKU2
 Q9NY26,A5PKU2
 P30825,A5PKU2
 Q8TBB6,A5PKU2
 Q9UIG8-2,A5PKU2
 Q9NPE6,A5PKU2
 Q8WWF3,A5PKU2
 Q8TBG9,A5PKU2
 Q96RI9,A5PKU2
 Q96CE8,A5PKU2
 Q7Z404-3,A5PKU2
 Q7Z7N9,A5PKU2
 Q96Q45-2,A5PKU2
 Q9NWD8,A5PKU2
 Q9NWC5,A5PKU2
 Q4KMG9,A5PKU2
 Q5SWH9,A5PKU2
 Q6P5X7-2,A5PKU2
 Q96HE8,A5PKU2
 Q9P0T7,A5PKU2
 Q6ZT21,A5PKU2
 Q9BSA4,A5PKU2
 O76024,A5PKU2
 Q96EC8,A5PKU2
 Q9NPG8,A5PKU2
A5PKW4,P70398
A5PLL7,P13473-2
 Q9Y371,A5PLL7
A5PLN9,O43617
 Q9Y2L5,A5PLN9
A5X5Y0,P46098
 P46098,A5X5Y0
A5YKK6,Q3ZCQ2
 Q9UKZ1,A5YKK6
 Q9NZN8,A5YKK6
 O75175,A5YKK6
 Q9ULM6,A5YKK6
 Q96LI5,A5YKK6
 Q9UIV1,A5YKK6
 Q9UFF9,A5YKK6
 Q86TB9,A5YKK6
 Q8NDV7,A5YKK6
 Q9UPQ9,A5YKK6
 Q9HCJ0,A5YKK6
 P50616,A5YKK6
 P22893,A5YKK6
 P26651,A5YKK6
A6BM72,Q7Z417
A6H8Z2,X5D778
 Q8IYE1,A6H8Z2
 A8MQ03,A6H8Z2
 Q5JST6,A6H8Z2
 O15499,A6H8Z2
 Q5T749,A6H8Z2
 Q92764,A6H8Z2
 P60410,A6H8Z2
 P52954,A6H8Z2
 Q5TA81,A6H8Z2
 Q9BRK4,A6H8Z2
 Q9NRY7,A6H8Z2
 Q86XT4,A6H8Z2
 G5E9A7,A6H8Z2
 P02545,A6H8Z2
 Q7Z699,A6H8Z2
A6NC98,Q9BXY8
 Q9NX04,A6NC98
 Q9H257-2,A6NC98
 Q8TD31-3,A6NC98
 Q07002,A6NC98
 Q2TBE0,A6NC98
 Q9H4E7,A6NC98
 O60941-5,A6NC98
 Q9NQT4,A6NC98
 Q3B820,A6NC98
 Q96MY7,A6NC98
 P55040,A6NC98
 P08631-2,A6NC98
 P09067,A6NC98
 Q96AA8,A6NC98
 Q63ZY3,A6NC98
 P20700,A6NC98
 Q03252,A6NC98
 P25800,A6NC98
 Q8TBB1,A6NC98
 Q9Y5B8,A6NC98
 Q13526,A6NC98
 Q6NYC8,A6NC98
 Q15311,A6NC98
 Q9Y580,A6NC98
 Q6NUQ1,A6NC98
 Q9H788,A6NC98
 Q96B97,A6NC98
 Q9NU19,A6NC98
 Q9Y228,A6NC98
 Q99816,A6NC98
 Q9BZW7,A6NC98
 Q3SY00,A6NC98
 Q9NRE2,A6NC98
 Q8N3L3,A6NC98
 O75604,A6NC98
 Q53FD0-2,A6NC98
A6ND01,Q8IYV9-1
A6ND36,P48729
A6NDB9,Q6IA17
A6NED2,Q8N371
A6NEM1,X5D778
 Q9BRR9,A6NEM1
 Q8IXJ9,A6NEM1
 O75348,A6NEM1
 Q8N5M1,A6NEM1
 Q5T686,A6NEM1
 P46379-2,A6NEM1
 Q8TBE0,A6NEM1
 Q8N9N5-2,A6NEM1
 A8KA13,A6NEM1
 Q7RTU4,A6NEM1
 Q13895,A6NEM1
 Q9NX04,A6NEM1
 Q8WYQ4-2,A6NEM1
 P01024,A6NEM1
 Q9NPB3,A6NEM1
 Q7Z7H3,A6NEM1
 Q969G5,A6NEM1
 Q9HC52,A6NEM1
 Q8IYX3,A6NEM1
 Q96HB5,A6NEM1
 Q8IYE0,A6NEM1
 Q8N715,A6NEM1
 Q8TD31-3,A6NEM1
 Q16543,A6NEM1
 Q6P1J9,A6NEM1
 Q07002,A6NEM1
 Q9P209,A6NEM1
 Q96GE4,A6NEM1
 Q8NE01,A6NEM1
 Q2TBE0,A6NEM1
 Q9UER7,A6NEM1
 Q9H4E7,A6NEM1
 Q6IQ26,A6NEM1
 P17661,A6NEM1
 Q92608,A6NEM1
 Q92785,A6NEM1
 Q9BV47,A6NEM1
 Q96JC9,A6NEM1
 O15371,A6NEM1
 Q9H0I2,A6NEM1
 Q6NZ36-4,A6NEM1
 O95990-4,A6NEM1
 Q9BQ89,A6NEM1
 Q3B820,A6NEM1
 Q96MY7,A6NEM1
 Q9NVF7,A6NEM1
 Q9BSK4,A6NEM1
 Q4VC44,A6NEM1
 Q16595,A6NEM1
 Q8TAE8,A6NEM1
 Q8NHY3,A6NEM1
 P55040,A6NEM1
 Q9BZE0,A6NEM1
 O95872,A6NEM1
 Q00403,A6NEM1
 Q9GZV7,A6NEM1
 P02008,A6NEM1
 P56524-2,A6NEM1
 Q8WUI4-6,A6NEM1
 O14964,A6NEM1
 P09067,A6NEM1
 P17482,A6NEM1
 P31273,A6NEM1
 Q14005-2,A6NEM1
 Q9C086,A6NEM1
 Q9H1K1,A6NEM1
 Q8N9B5-2,A6NEM1
 O75564-2,A6NEM1
 Q63ZY3,A6NEM1
 Q7L273,A6NEM1
 Q6PF15,A6NEM1
 P04264,A6NEM1
 O95678,A6NEM1
 Q14657,A6NEM1
 Q96BZ8,A6NEM1
 P56470,A6NEM1
 Q8TAP4-4,A6NEM1
 P61968,A6NEM1
 Q96S90,A6NEM1
 Q8TC57,A6NEM1
 Q9Y586,A6NEM1
 O95983-2,A6NEM1
 Q8NHZ7,A6NEM1
 P55081,A6NEM1
 Q8IVT4,A6NEM1
 Q9BU76,A6NEM1
 P00540,A6NEM1
 Q9Y3B7,A6NEM1
 Q8TDC0,A6NEM1
 Q15742,A6NEM1
 Q9BU61,A6NEM1
 Q6X4W1-2,A6NEM1
 Q96HA8,A6NEM1
 Q9UBU9,A6NEM1
 Q9NPJ8-3,A6NEM1
 Q13415,A6NEM1
 Q9HBE1-4,A6NEM1
 Q9Y5E9,A6NEM1
 O43189,A6NEM1
 Q13526,A6NEM1
 Q16512,A6NEM1
 Q96PV4,A6NEM1
 Q9UGP5-2,A6NEM1
 O15160,A6NEM1
 P78424,A6NEM1
 Q6NYC8,A6NEM1
 O43741,A6NEM1
 Q99633,A6NEM1
 Q8WWY3,A6NEM1
 Q6NUJ5,A6NEM1
 Q86VV4,A6NEM1
 A6NK89,A6NEM1
 Q13671,A6NEM1
 P04808,A6NEM1
 Q9H2S5,A6NEM1
 Q15287,A6NEM1
 Q14D33,A6NEM1
 P57086,A6NEM1
 Q9BWG6,A6NEM1
 Q9H788,A6NEM1
 Q92529,A6NEM1
 Q9GZT3,A6NEM1
 Q9NSI2,A6NEM1
 Q96GM5,A6NEM1
 Q969G3,A6NEM1
 O95863,A6NEM1
 O60225-2,A6NEM1
 Q96FJ0,A6NEM1
 O00506,A6NEM1
 P51687,A6NEM1
 O43463,A6NEM1
 Q9H5I1-2,A6NEM1
 Q9BSH4,A6NEM1
 Q9Y2I9-2,A6NEM1
 Q8N8B7-2,A6NEM1
 Q15561,A6NEM1
 Q9BT49,A6NEM1
 Q5JTD0,A6NEM1
 Q08117-2,A6NEM1
 O43711,A6NEM1
 P62328,A6NEM1
 Q8N7U7-2,A6NEM1
 Q9Y228,A6NEM1
 Q9BUZ4,A6NEM1
 Q14142,A6NEM1
 Q7Z6J9,A6NEM1
 P43897,A6NEM1
 Q3SY00,A6NEM1
 Q9UJ04,A6NEM1
 Q5W5X9-3,A6NEM1
 Q99757,A6NEM1
 P29597,A6NEM1
 P57075-2,A6NEM1
 Q8N7F7,A6NEM1
 P0CB47,A6NEM1
 Q8N6Y0,A6NEM1
 O75604,A6NEM1
 Q14119,A6NEM1
 Q64LD2-2,A6NEM1
 Q05516,A6NEM1
 O43167,A6NEM1
 Q15911-2,A6NEM1
 Q6P2D0,A6NEM1
 Q8N5A5-2,A6NEM1
 Q9BRR0,A6NEM1
 Q96NC0,A6NEM1
 Q15973,A6NEM1
 Q12901,A6NEM1
 P49910,A6NEM1
 P17021,A6NEM1
 P17024,A6NEM1
 O95201,A6NEM1
 Q9UIE0,A6NEM1
 P15622-3,A6NEM1
 O43296,A6NEM1
 P17041,A6NEM1
 Q86UD4,A6NEM1
 P13682,A6NEM1
 Q86VK4-3,A6NEM1
 Q96IQ9,A6NEM1
 Q8TAU3,A6NEM1
 Q7Z4V0,A6NEM1
 Q8N0Y2-2,A6NEM1
 Q9NWS9-2,A6NEM1
 Q96JC4,A6NEM1
 Q96MX3,A6NEM1
 Q9ULM2,A6NEM1
 Q6ZNH5,A6NEM1
 Q96C55,A6NEM1
 Q9H707,A6NEM1
 Q8N988-2,A6NEM1
 Q6ZN55-2,A6NEM1
 Q96N58,A6NEM1
 Q9UK33,A6NEM1
 Q9P0T4,A6NEM1
 Q96SQ5,A6NEM1
 Q96NL3,A6NEM1
 Q9P2J8,A6NEM1
 Q5EBL2,A6NEM1
 Q9UEG4,A6NEM1
 Q5T619,A6NEM1
 Q96BR6,A6NEM1
 Q9H7X3,A6NEM1
 Q96H86,A6NEM1
 A8K8V0,A6NEM1
 Q3KQV3,A6NEM1
 P51504,A6NEM1
 Q9Y2P0,A6NEM1
 Q96EG3,A6NEM1
 Q08AG5,A6NEM1
 O43257,A6NEM1
 Q3MJ62,A6NEM1
 Q16670,A6NEM1
 PRO_0000449631 [P0DTD1],A6NEM1
 PRO_0000449633 [P0DTD1],A6NEM1
A6NFA1,P27467
A6NFY7,Q9UHD4
 Q8IWL3,A6NFY7
 Q7Z3Y8,A6NFY7
 P21912,A6NFY7
A6NGQ2,Q9NYB9-2
 P09917,A6NGQ2
 Q9NX04,A6NGQ2
 Q9H0I2,A6NGQ2
 Q9HAQ2,A6NGQ2
 Q17RB8,A6NGQ2
 Q96HA8,A6NGQ2
 P14678-2,A6NGQ2
 Q8N8B7-2,A6NGQ2
A6NHR9,Q5T3J3
A6NI15,Q10567-3
 A0A0C4DG94,A6NI15
 Q6PJG6,A6NI15
 P0C7W6,A6NI15
 P78358,A6NI15
 O14645,A6NI15
 Q9UPT5-1,A6NI15
 P54257,A6NI15
 P41134,A6NI15
 Q02363,A6NI15
 Q02535,A6NI15
 P24592,A6NI15
 Q13352,A6NI15
 O95751,A6NI15
 P43360,A6NI15
 P13349,A6NI15
 P24844-2,A6NI15
 Q7Z6G3-2,A6NI15
 P0C6T2,A6NI15
 Q9UJW9,A6NI15
 Q99081-3,A6NI15
 P15884-3,A6NI15
